case_study,scenario,units,unit_process,value,constituent,calculation_type,reference,data_reference,constituent_longform
default,baseline,kg/m3,brine_concentrator,0.98,nitrite_as_nitrogen,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,brine_concentrator,0.98,phosphates,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,brine_concentrator,0.98,potassium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,brine_concentrator,0.98,selenium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,brine_concentrator,0.98,silicon,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,brine_concentrator,0.98,silver,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,brine_concentrator,0.98,sodium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,brine_concentrator,0.98,strontium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,brine_concentrator,0.98,sulfate,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,brine_concentrator,0.98,tds,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,brine_concentrator,0.98,total_coliforms_fecal_ecoli,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,brine_concentrator,0.98,trihalomethanes,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,brine_concentrator,0.98,tss,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,brine_concentrator,0.98,turbidity,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,brine_concentrator,0.98,zinc,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,cartridge_filtration,0.2,nonvolatile_toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,baseline,kg/m3,cartridge_filtration,0.5,tss,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,baseline,fraction,cartridge_filtration,70,ultraviolet_transmittance_uvt,absolute_value,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,baseline,kg/m3,cas,0.5,nonvolatile_toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,baseline,kg/m3,cas,0.5,tss,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,baseline,kg/m3,cas,0.70854,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,baseline,kg/m3,cas,0.88,eeq,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,baseline,kg/m3,cas,0.99,viruses_enteric,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,baseline,kg/m3,cas,0.998798,total_coliforms_fecal_ecoli,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform and� E. Coli)
default,baseline,%,cas,60,ultraviolet_transmittance_uvt,absolute_value,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,baseline,kg/m3,cas_denitrif,0.5,tss,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,baseline,kg/m3,cas_denitrif,0.7,nonvolatile_toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,baseline,kg/m3,cas_denitrif,0.70854,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,baseline,kg/m3,cas_denitrif,0.8,nitrate,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,"Nitrate-N, Dissolved"
default,baseline,kg/m3,cas_denitrif,0.88,eeq,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,baseline,kg/m3,cas_denitrif,0.99,viruses_enteric,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,baseline,kg/m3,cas_denitrif,0.998798,total_coliforms_fecal_ecoli,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform and� E. Coli)
default,baseline,%,cas_denitrif,70,ultraviolet_transmittance_uvt,absolute_value,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,baseline,kg/m3,cas_nitrif,0.5,nonvolatile_toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,baseline,kg/m3,cas_nitrif,0.5,tss,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,baseline,kg/m3,cas_nitrif,0.70854,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,baseline,kg/m3,cas_nitrif,0.88,eeq,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,baseline,kg/m3,cas_nitrif,0.99,viruses_enteric,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,baseline,kg/m3,cas_nitrif,0.998798,total_coliforms_fecal_ecoli,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform and� E. Coli)
default,baseline,%,cas_nitrif,70,ultraviolet_transmittance_uvt,absolute_value,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,baseline,kg/m3,chlorination,0.999148,total_coliforms_fecal_ecoli,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform and� E. Coli)
default,baseline,kg/m3,chlorination,0.999664,viruses_enteric,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,baseline,kg/m3,clarifier,0.990826,tss,fractional_constituent_removal,nawi,"Based on ""Sedimentation"" cost model. See references in VAR. There will be minimal water losses.",Total Suspended Solids (TSS)
default,baseline,kg/m3,coag_and_floc,0.95,tss,fractional_constituent_removal,nawi,"(1) https://www.mrwa.com/WaterWorksMnl/Chapter%2012%20Coagulation.pdf, (2) Cost Estimating Manual for Water Treatment Facilities (McGivney/Kawamura), (3) https://www.iwapublishing.com/news/coagulation-and-flocculation-water-and-wastewater-treatment, (4) Water and Wastewater Engineering: Design Principles and Practice (Mackenzie L. Davis).",Total Suspended Solids (TSS)
default,baseline,kg/m3,crystallizer,0.98,alkalinity_as_caco3,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,aluminum,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,arsenic,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,barium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,boron,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,bromide,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,calcium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,chloride,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,chromium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,cyanide_as_free,fractional_constituent_removal,nawi,default,
default,baseline,S/m,crystallizer,0.98,electrical_conductivity,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,fluoride,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,hardness,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,iron,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,lead,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,magnesium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,manganese,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,mercury,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,nickel,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,nitrate,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,nitrate_as_nitrogen,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,nitrite_as_nitrogen,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,phosphates,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,potassium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,selenium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,silicon,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,silver,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,sodium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,strontium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,sulfate,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,tds,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,total_coliforms_fecal_ecoli,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,trihalomethanes,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,tss,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,turbidity,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,crystallizer,0.98,zinc,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,alkalinity_as_caco3,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,aluminum,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,arsenic,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,barium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,boron,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,bromide,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,calcium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,chloride,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,chromium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,cyanide_as_free,fractional_constituent_removal,nawi,default,
default,baseline,S/m,filter_press,0.5,electrical_conductivity,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,fluoride,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,hardness,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,iron,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,lead,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,magnesium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,manganese,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,mercury,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,nickel,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,nitrate,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,nitrate_as_nitrogen,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,nitrite_as_nitrogen,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,phosphates,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,potassium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,selenium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,silicon,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,silver,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,sodium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,strontium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,sulfate,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,tds,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.98,tss,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.98,turbidity,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,filter_press,0.5,zinc,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,deep_bed_filtration,0.2,eeq,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,baseline,kg/m3,deep_bed_filtration,0.2,nonvolatile_toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,baseline,kg/m3,deep_bed_filtration,0.5,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,baseline,kg/m3,deep_bed_filtration,0.5,tss,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,baseline,kg/m3,deep_bed_filtration,0.8,nitrate,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,"Nitrate-N, Dissolved"
default,baseline,%,deep_bed_filtration,70,ultraviolet_transmittance_uvt,absolute_value,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,baseline,kg/m3,dissolved_air_flotation,0.95,bod,fractional_constituent_removal,nawi,Beef Processing case study.,Biological Oxygen Demand (BOD)
default,baseline,kg/m3,dissolved_air_flotation,0.95,oil_and_grease,fractional_constituent_removal,nawi,Beef Processing case study.,Oil and Grease
default,baseline,kg/m3,dissolved_air_flotation,0.95,tss,fractional_constituent_removal,nawi,Beef Processing case study.,Total Suspended Solids (TSS)
default,baseline,kg/m3,dual_media_filtration,0.2,nonvolatile_toc,fractional_constituent_removal,nawi,Monterey case study.,Nonvolatile TOC
default,baseline,kg/m3,dual_media_filtration,0.2,toc,fractional_constituent_removal,nawi,Monterey case study.,Total Organic Carbon (TOC)
default,baseline,kg/m3,dual_media_filtration,0.97,tss,fractional_constituent_removal,nawi,Monterey case study.,Total Suspended Solids (TSS)
default,baseline,%,dual_media_filtration,70,ultraviolet_transmittance_uvt,absolute_value,nawi,Monterey case study.,Ultraviolet Transmittance (UVT)
default,baseline,pH,electrodialysis_reversal,-0.77,ph_max,delta_constituent_or_property,nawi,Irwin case study.,pH_Max
default,baseline,pH,electrodialysis_reversal,-0.77,ph_min,delta_constituent_or_property,nawi,Irwin case study.,pH_Min
default,baseline,kg/m3,electrodialysis_reversal,0.808696,tds,fractional_constituent_removal,nawi,Irwin case study.,Total Dissolved Solids (TDS)
default,baseline,kg/m3,electrodialysis_reversal,0.823529,fluoride,fractional_constituent_removal,nawi,Irwin case study.,Fluoride
default,baseline,kg/m3,electrodialysis_reversal,0.830347,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,Irwin case study.,Bicarbonate Alkalinity as CaCO3
default,baseline,kg/m3,electrodialysis_reversal,0.869487,sodium,fractional_constituent_removal,nawi,Irwin case study.,"Sodium, Dissolved"
default,baseline,kg/m3,electrodialysis_reversal,0.881773,nitrate,fractional_constituent_removal,nawi,Irwin case study.,"Nitrate-N, Dissolved"
default,baseline,kg/m3,electrodialysis_reversal,0.881773,nitrate_as_nitrogen,fractional_constituent_removal,nawi,Irwin case study.,Nitrate (measured as Nitrogen)
default,baseline,kg/m3,electrodialysis_reversal,0.891013,chloride,fractional_constituent_removal,nawi,Irwin case study.,Chloride
default,baseline,kg/m3,electrodialysis_reversal,0.892,arsenic,fractional_constituent_removal,nawi,Irwin case study.,Arsenic
default,baseline,kg/m3,electrodialysis_reversal,0.898876,potassium,fractional_constituent_removal,nawi,Irwin case study.,Potassium
default,baseline,kg/m3,electrodialysis_reversal,0.904762,magnesium,fractional_constituent_removal,nawi,Irwin case study.,"Magnesium, Dissolved"
default,baseline,kg/m3,electrodialysis_reversal,0.923325,sulfate,fractional_constituent_removal,nawi,Irwin case study.,"Sulfate, Dissolved"
default,baseline,kg/m3,electrodialysis_reversal,0.924528,hardness,fractional_constituent_removal,nawi,Irwin case study.,Hardness
default,baseline,kg/m3,electrodialysis_reversal,0.927273,calcium,fractional_constituent_removal,nawi,Irwin case study.,"Calcium, Dissolved"
default,baseline,kg/m3,electrodialysis_reversal,0.95,strontium,fractional_constituent_removal,nawi,Irwin case study.,Strontium
default,baseline,kg/m3,electrodialysis_reversal,0.995,barium,fractional_constituent_removal,nawi,Irwin case study.,Barium
default,baseline,kg/m3,evaporation_pond,0.98,alkalinity_as_caco3,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,aluminum,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,arsenic,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,barium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,boron,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,bromide,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,calcium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,chloride,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,chromium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,cyanide_as_free,fractional_constituent_removal,nawi,default,
default,baseline,S/m,evaporation_pond,0.98,electrical_conductivity,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,fluoride,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,hardness,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,iron,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,lead,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,magnesium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,manganese,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,mercury,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,nickel,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,nitrate,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,nitrate_as_nitrogen,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,nitrite_as_nitrogen,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,phosphates,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,potassium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,selenium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,silicon,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,silver,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,sodium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,strontium,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,sulfate,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,tds,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,total_coliforms_fecal_ecoli,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,trihalomethanes,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,tss,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,turbidity,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,evaporation_pond,0.98,zinc,fractional_constituent_removal,nawi,default,
default,baseline,kg/m3,gac_pressure_vessel,0.2,nonvolatile_toc,fractional_constituent_removal,nawi,EPA model: https://www.epa.gov/sdwa/drinking-water-treatment-technology-unit-cost-models,Nonvolatile TOC
default,baseline,kg/m3,gac_pressure_vessel,0.97,tss,fractional_constituent_removal,nawi,EPA model: https://www.epa.gov/sdwa/drinking-water-treatment-technology-unit-cost-models,Total Suspended Solids (TSS)
default,baseline,%,gac_pressure_vessel,85,ultraviolet_transmittance_uvt,absolute_value,nawi,EPA model: https://www.epa.gov/sdwa/drinking-water-treatment-technology-unit-cost-models,Ultraviolet Transmittance (UVT)
default,baseline,kg/m3,iron_and_manganese_removal,0.9,iron,fractional_constituent_removal,nawi,"(1) https://onlinelibrary.wiley.com/doi/pdf/10.1002/9780470260036.ch5, (2) Cost Estimating Manual for Water Treatment Facilities (McGivney/Kawamura), (3) https://www.lenntech.com/schema-of-an-iron-removal-system.htm, (4) https://www.osti.gov/servlets/purl/797810/",Iron
default,baseline,kg/m3,iron_and_manganese_removal,0.9,manganese,fractional_constituent_removal,nawi,"(1) https://onlinelibrary.wiley.com/doi/pdf/10.1002/9780470260036.ch5, (2) Cost Estimating Manual for Water Treatment Facilities (McGivney/Kawamura), (3) https://www.lenntech.com/schema-of-an-iron-removal-system.htm, (4) https://www.osti.gov/servlets/purl/797810/",Manganese
default,baseline,kg/m3,mbr_denitrification,0.5,tss,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,baseline,kg/m3,mbr_denitrification,0.70854,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,baseline,kg/m3,mbr_denitrification,0.88,eeq,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,baseline,kg/m3,mbr_denitrification,0.9,nonvolatile_toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,baseline,kg/m3,mbr_denitrification,0.99,viruses_enteric,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,baseline,kg/m3,mbr_denitrification,0.998798,total_coliforms_fecal_ecoli,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform and� E. Coli)
default,baseline,kg/m3,mbr_denitrification,0.9999,cryptosporidium,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Cryptosporidium
default,baseline,%,mbr_denitrification,70,ultraviolet_transmittance_uvt,absolute_value,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,baseline,kg/m3,mbr_nitrification,0.5,tss,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,baseline,kg/m3,mbr_nitrification,0.6,nonvolatile_toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,baseline,kg/m3,mbr_nitrification,0.70854,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,baseline,kg/m3,mbr_nitrification,0.88,eeq,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,baseline,kg/m3,mbr_nitrification,0.99,viruses_enteric,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,baseline,kg/m3,mbr_nitrification,0.998798,total_coliforms_fecal_ecoli,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform and� E. Coli)
default,baseline,kg/m3,mbr_nitrification,0.9999,cryptosporidium,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Cryptosporidium
default,baseline,%,mbr_nitrification,70,ultraviolet_transmittance_uvt,absolute_value,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,baseline,kg/m3,media_filtration,0.2,nonvolatile_toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,baseline,kg/m3,media_filtration,0.5,tss,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,baseline,%,media_filtration,70,ultraviolet_transmittance_uvt,absolute_value,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,baseline,kg/m3,micro_filtration,0.95,tss,fractional_constituent_removal,nawi,"Voutchkov, N. (2018). Desalination Project Cost Estimating and Management. Taylor & Francis, a CRC title, part of the Taylor & Francis imprint, a member of the Taylor & Francis Group, the academic division of T&F Informa, plc.",Total Suspended Solids (TSS)
default,baseline,kg/m3,microfiltration,0.1,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,baseline,kg/m3,microfiltration,0.3,eeq,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,baseline,kg/m3,microfiltration,0.97,tss,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,baseline,kg/m3,microfiltration,0.999,cryptosporidium,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Cryptosporidium
default,baseline,%,microfiltration,75,ultraviolet_transmittance_uvt,absolute_value,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,baseline,kg/m3,nano_filtration,0.05,ndma,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,N-nitrosodimethylamine (NDMA)
default,baseline,kg/m3,nano_filtration,0.75,eeq,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,baseline,kg/m3,nano_filtration,0.75,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,baseline,kg/m3,nano_filtration,0.8,endothall,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Endothall
default,baseline,kg/m3,nano_filtration,0.8,endrin,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Endrin
default,baseline,kg/m3,nano_filtration,0.8,iron,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Iron
default,baseline,kg/m3,nano_filtration,0.8,manganese,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Manganese
default,baseline,kg/m3,nano_filtration,0.9,perfluorooctane_sulfonate_pfos,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Perfluorooctane sulfonate (PFOS)
default,baseline,kg/m3,nano_filtration,0.9,perfluorootanoate_pfoa,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Perfluorootanoate (PFOA)
default,baseline,kg/m3,nano_filtration,0.93,nonvolatile_toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,baseline,kg/m3,nano_filtration,0.97,hardness,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Hardness
default,baseline,kg/m3,nano_filtration,0.97,hydroxide_alkalinity_as_caco3,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Hydroxide Alkalinity as CaCO3
